grain_week,crop_year,week_ending_date,worksheet,metric,period,grain,grade,region,Ktonnes
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Wheat,,Churchill,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Wheat,,Thunder Bay,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Wheat,,Eastern Terminals,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Wheat,,Export Destinations,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Oats,,Canadian Domestic,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Oats,,Process Elevators,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Oats,,Pacific,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Oats,,Churchill,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Oats,,Thunder Bay,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Oats,,Eastern Terminals,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Oats,,Export Destinations,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Barley,,Canadian Domestic,5.2
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Barley,,Process Elevators,0.2
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Barley,,Pacific,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Barley,,Churchill,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Barley,,Thunder Bay,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Barley,,Eastern Terminals,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Barley,,Export Destinations,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Peas,,Canadian Domestic,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Peas,,Process Elevators,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Peas,,Pacific,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Peas,,Churchill,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Peas,,Thunder Bay,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Peas,,Eastern Terminals,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Current Week,Peas,,Export Destinations,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Wheat,,Canadian Domestic,8.8
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Wheat,,Process Elevators,1.0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Wheat,,Pacific,0.1
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Wheat,,Churchill,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Wheat,,Thunder Bay,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Wheat,,Eastern Terminals,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Wheat,,Export Destinations,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Oats,,Canadian Domestic,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Oats,,Process Elevators,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Oats,,Pacific,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Oats,,Churchill,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Oats,,Thunder Bay,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Oats,,Eastern Terminals,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Oats,,Export Destinations,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Barley,,Canadian Domestic,5.2
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Barley,,Process Elevators,0.2
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Barley,,Pacific,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Barley,,Churchill,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Barley,,Thunder Bay,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Barley,,Eastern Terminals,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Barley,,Export Destinations,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Peas,,Canadian Domestic,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Peas,,Process Elevators,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Peas,,Pacific,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Peas,,Churchill,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Peas,,Thunder Bay,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Peas,,Eastern Terminals,0
1,2021-2022,08/08/2021,Feed Grains Shipment Distribution,Feed Grain Shipment Distribution,Crop Year,Peas,,Export Destinations,0
1,2021-2022,08/08/2021,Imported Grains,Processed,Current Week,U.S. Corn,,Primary Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Processed,Current Week,U.S. Corn,,Process Elevators,1.138
1,2021-2022,08/08/2021,Imported Grains,Processed,Current Week,U.S. Corn,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Processed,Current Week,U.S. Corn,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Processed,Current Week,U.S. Corn,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Processed,Current Week,U.S. Corn,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Processed,Current Week,U.S. Corn,,Bay & Lakes,0
1,2021-2022,08/08/2021,Imported Grains,Processed,Current Week,U.S. Corn,,St. Lawrence,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Corn,,Primary Elevators,0.047
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Corn,,Process Elevators,1.287
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Corn,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Corn,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Corn,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Corn,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Corn,,Bay & Lakes,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Corn,,St. Lawrence,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Soybean,,Primary Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Soybean,,Process Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Soybean,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Soybean,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Soybean,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Soybean,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Soybean,,Bay & Lakes,13.18
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Soybean,,St. Lawrence,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Canola,,Primary Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Canola,,Process Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Canola,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Canola,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Canola,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Canola,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Canola,,Bay & Lakes,0.039
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Canola,,St. Lawrence,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Sunflower,,Primary Elevators,0.254
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Sunflower,,Process Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Sunflower,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Sunflower,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Sunflower,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Sunflower,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Sunflower,,Bay & Lakes,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,U.S. Sunflower,,St. Lawrence,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,Canadian and Imported Origin Corn,,Primary Elevators,1.213
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,Canadian and Imported Origin Corn,,Process Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,Canadian and Imported Origin Corn,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,Canadian and Imported Origin Corn,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,Canadian and Imported Origin Corn,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,Canadian and Imported Origin Corn,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,Canadian and Imported Origin Corn,,Bay & Lakes,0
1,2021-2022,08/08/2021,Imported Grains,Receipts,Current Week,Canadian and Imported Origin Corn,,St. Lawrence,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Oats,,Primary Elevators,0.379
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Oats,,Process Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Oats,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Oats,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Oats,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Oats,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Oats,,Bay & Lakes,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Oats,,St. Lawrence,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Flaxseed,,Primary Elevators,0.018
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Flaxseed,,Process Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Flaxseed,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Flaxseed,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Flaxseed,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Flaxseed,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Flaxseed,,Bay & Lakes,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Flaxseed,,St. Lawrence,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Corn,,Primary Elevators,2.306
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Corn,,Process Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Corn,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Corn,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Corn,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Corn,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Corn,,Bay & Lakes,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Corn,,St. Lawrence,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Soybean,,Primary Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Soybean,,Process Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Soybean,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Soybean,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Soybean,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Soybean,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Soybean,,Bay & Lakes,15.00
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Soybean,,St. Lawrence,21.05
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Canola,,Primary Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Canola,,Process Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Canola,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Canola,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Canola,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Canola,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Canola,,Bay & Lakes,0.001
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Canola,,St. Lawrence,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Sunflower,,Primary Elevators,0.011
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Sunflower,,Process Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Sunflower,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Sunflower,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Sunflower,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Sunflower,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Sunflower,,Bay & Lakes,0
1,2021-2022,08/08/2021,Imported Grains,Shipments,Current Week,U.S. Sunflower,,St. Lawrence,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Flaxseed,,Primary Elevators,0.627
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Flaxseed,,Process Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Flaxseed,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Flaxseed,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Flaxseed,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Flaxseed,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Flaxseed,,Bay & Lakes,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Flaxseed,,St. Lawrence,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Corn,,Primary Elevators,48.68
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Corn,,Process Elevators,1.688
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Corn,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Corn,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Corn,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Corn,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Corn,,Bay & Lakes,19.94
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Corn,,St. Lawrence,0.068
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Beans,,Primary Elevators,5.610
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Beans,,Process Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Beans,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Beans,,Prince Rupert,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Beans,,Churchill,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Beans,,Thunder Bay,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Beans,,Bay & Lakes,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Beans,,St. Lawrence,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Soybean,,Primary Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Soybean,,Process Elevators,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Soybean,,Vancouver,0
1,2021-2022,08/08/2021,Imported Grains,Stocks,Current Week,U.S. Soybean,,Prince Rupert,0
